PolicyNumber,CustomerID,Name,City,Gender,Age,PolicyType,PolicyStartDate,PolicyEndDate,PremiumAmount,CoverageAmount,ClaimNumber,ClaimDate,ClaimAmount,ClaimStatus
P1583,C1583,Aarav Sharma,Jaipur,Female,35,Travel,31-10-2025,31-10-2026,540.8,49022.13,CL1583,02-02-2026,5073.66,Rejected
P1584,C1584,Neha Joshi,Lucknow,Male,35,Auto,18-09-2025,18-09-2026,753.18,29807.23,CL1584,17-06-2026,9294.16,Settled
P1585,C1585,Ananya Gupta,Ahmedabad,Male,64,Health,17-12-2023,16-12-2024,257.42,43205.69,CL1585,01-03-2024,8899.8,Rejected
P1586,C1586,Neha Joshi,Pune,Female,75,Auto,02-09-2023,01-09-2024,1347.26,67662.92,CL1586,,0,Rejected
P1587,C1587,Arjun Nair,Pune,Male,65,Travel,21-05-2024,21-05-2025,633.68,57608.52,CL1587,26-01-2025,1136.53,Rejected
P1588,C1588,Neha Joshi,Kolkata,Female,61,Auto,04-08-2023,03-08-2024,821.57,76001.82,CL1588,,0,Rejected
P1589,C1589,Sai Kumar,Lucknow,Male,61,Health,29-03-2025,29-03-2026,1229.88,38562.28,CL1589,10-03-2026,4185.64,Rejected
P1590,C1590,Sneha Iyer,Jaipur,Male,63,Health,05-04-2025,05-04-2026,1444.9,51564.83,CL1590,17-07-2025,1814.39,Pending
P1591,C1591,Aarav Sharma,Indore,Male,55,Auto,25-07-2024,25-07-2025,517.98,89260.96,CL1591,13-11-2024,6168.63,Rejected
P1592,C1592,Sneha Iyer,Pune,Female,71,Auto,25-08-2024,25-08-2025,763.88,92786.21,CL1592,25-08-2024,7905.59,Rejected
P1593,C1593,Vivaan Patel,Mumbai,Male,62,Auto,11-08-2023,10-08-2024,784.55,76707.44,CL1593,,0,Rejected
P1594,C1594,Arjun Nair,Hyderabad,Female,32,Auto,16-07-2024,16-07-2025,693.52,27777.19,CL1594,23-09-2024,4592.4,Pending
P1595,C1595,Sneha Iyer,Pune,Female,69,Travel,25-08-2025,25-08-2026,533.48,80154.62,CL1595,,0,Rejected
P1596,C1596,Ishita Singh,Pune,Male,54,Travel,08-03-2025,08-03-2026,1124.38,31033.23,CL1596,29-04-2025,9353.81,Rejected
P1597,C1597,Vivaan Patel,Delhi,Female,24,Auto,17-04-2025,17-04-2026,639.28,88455.96,CL1597,11-09-2025,4431.75,Rejected
P1598,C1598,Meera Kulkarni,Mumbai,Male,73,Travel,03-02-2023,03-02-2024,891.12,84189.38,CL1598,22-02-2023,2240.58,Rejected
P1599,C1599,Aditya Verma,Lucknow,Male,42,Auto,19-10-2023,18-10-2024,858.96,96499.4,CL1599,28-01-2024,8012.77,Rejected
P1600,C1600,Kunal Mehta,Mumbai,Male,38,Travel,13-10-2024,13-10-2025,613.64,42403.69,CL1600,28-12-2024,4683.75,Rejected
P1601,C1601,Kavya Reddy,Hyderabad,Male,69,Health,20-05-2024,20-05-2025,416.63,76701.59,CL1601,,0,Rejected
P1602,C1602,Arjun Nair,Jaipur,Female,35,Travel,23-09-2025,23-09-2026,1406.68,90703.91,CL1602,10-07-2026,3376.74,Pending
P1603,C1603,Ishita Singh,Delhi,Male,69,Health,21-06-2024,21-06-2025,951.26,23596.35,CL1603,,0,Rejected
P1604,C1604,Ananya Gupta,Chandigarh,Male,33,Auto,18-11-2023,17-11-2024,393.54,99801.41,CL1604,07-11-2024,5057.7,Settled
P1605,C1605,Kunal Mehta,Hyderabad,Male,66,Health,04-05-2025,04-05-2026,349.07,45345.91,CL1605,06-11-2025,5785.89,Pending
P1606,C1606,Sneha Iyer,Hyderabad,Male,27,Health,10-11-2024,10-11-2025,554.32,48544.5,CL1606,,0,Rejected
P1607,C1607,Sneha Iyer,Kolkata,Male,61,Auto,11-02-2023,11-02-2024,571.09,35109.36,CL1607,28-05-2023,5847.77,Rejected
P1608,C1608,Sai Kumar,Jaipur,Male,42,Health,28-10-2025,28-10-2026,504.56,34467.66,CL1608,11-08-2026,6223.85,Settled
P1609,C1609,Vivaan Patel,Delhi,Male,47,Auto,06-10-2025,06-10-2026,1146.22,84793.81,CL1609,19-11-2025,3395.4,Settled
P1610,C1610,Ishita Singh,Kolkata,Male,32,Health,31-03-2023,30-03-2024,564.3,59192.88,CL1610,16-11-2023,1138.96,Rejected
P1611,C1611,Aditya Verma,Jaipur,Female,47,Travel,06-10-2025,06-10-2026,900.18,79857.14,CL1611,04-03-2026,6787.69,Settled
P1612,C1612,Aditya Verma,Bengaluru,Male,47,Travel,25-06-2024,25-06-2025,273.67,70959.53,CL1612,,0,Rejected
P1613,C1613,Aditya Verma,Indore,Female,29,Auto,12-01-2024,11-01-2025,1173.79,96660.72,CL1613,12-12-2024,8235.28,Pending
P1614,C1614,Sai Kumar,Mumbai,Female,67,Auto,23-03-2024,23-03-2025,1448.28,82494.56,CL1614,18-01-2025,8299.2,Rejected
P1615,C1615,Rohan Desai,Delhi,Female,75,Health,11-04-2023,10-04-2024,975.88,44778.47,CL1615,14-01-2024,5762.8,Rejected
P1616,C1616,Sai Kumar,Chandigarh,Female,45,Auto,06-12-2024,06-12-2025,535.17,97416.34,CL1616,,0,Rejected
P1617,C1617,Priya Nair,Lucknow,Male,44,Auto,25-09-2023,24-09-2024,809.2,78579.6,CL1617,03-01-2024,8850.13,Pending
P1618,C1618,Meera Kulkarni,Indore,Male,47,Auto,09-07-2025,09-07-2026,923.5,58498.08,CL1618,08-04-2026,9431.38,Settled
P1619,C1619,Aarav Sharma,Pune,Female,58,Auto,01-11-2023,31-10-2024,1454.7,75976.62,CL1619,26-09-2024,6783,Pending
P1620,C1620,Kavya Reddy,Chennai,Male,33,Auto,13-05-2024,13-05-2025,1069.81,41144.9,CL1620,27-09-2024,7969.73,Pending
P1621,C1621,Sai Kumar,Ahmedabad,Male,33,Auto,12-04-2025,12-04-2026,712.41,90681.41,CL1621,,0,Rejected
P1622,C1622,Meera Kulkarni,Chennai,Female,55,Auto,26-05-2023,25-05-2024,252.37,26768.1,CL1622,,0,Rejected
P1623,C1623,Neha Joshi,Indore,Male,66,Health,29-03-2023,28-03-2024,401.85,25826.11,CL1623,,0,Rejected
P1624,C1624,Aditya Verma,Ahmedabad,Female,68,Auto,25-11-2023,24-11-2024,557.12,88843.92,CL1624,,0,Rejected
P1625,C1625,Rohan Desai,Kolkata,Female,39,Auto,08-07-2025,08-07-2026,1344.11,34340.02,CL1625,12-07-2025,9876.86,Rejected
P1626,C1626,Sai Kumar,Hyderabad,Male,63,Health,20-03-2024,20-03-2025,1362.09,65240.2,CL1626,20-08-2024,5360.68,Pending
P1627,C1627,Arjun Nair,Jaipur,Female,47,Health,26-04-2024,26-04-2025,625.13,25175.18,CL1627,,0,Rejected
P1628,C1628,Sai Kumar,Hyderabad,Female,61,Health,30-11-2025,30-11-2026,644.52,32464.78,CL1628,27-10-2026,3955.34,Pending
P1629,C1629,Aditya Verma,Kolkata,Male,60,Health,09-09-2025,09-09-2026,1233.26,43483.91,CL1629,,0,Rejected
P1630,C1630,Kunal Mehta,Pune,Male,57,Travel,07-04-2025,07-04-2026,525.21,78290.14,CL1630,10-01-2026,6826.26,Rejected
P1631,C1631,Neha Joshi,Kolkata,Female,41,Health,23-09-2025,23-09-2026,1338.36,52155.12,CL1631,,0,Rejected
P1632,C1632,Rohan Desai,Chennai,Female,22,Travel,20-01-2023,20-01-2024,1496.88,36313.12,CL1632,,0,Rejected
P1633,C1633,Arjun Nair,Lucknow,Female,54,Health,02-05-2023,01-05-2024,957.21,54690.31,CL1633,,0,Rejected
P1634,C1634,Rohan Desai,Jaipur,Female,32,Travel,07-11-2025,07-11-2026,334.99,69052.4,CL1634,09-10-2026,5061.05,Pending
P1635,C1635,Aarav Sharma,Indore,Male,43,Travel,16-10-2023,15-10-2024,1487.48,89869.28,CL1635,,0,Rejected
P1636,C1636,Ananya Gupta,Bengaluru,Male,28,Auto,20-07-2025,20-07-2026,1310.58,75125.47,CL1636,27-08-2025,9472.65,Rejected
P1637,C1637,Vihaan Reddy,Kolkata,Male,33,Auto,06-09-2024,06-09-2025,463.52,28292.6,CL1637,,0,Rejected
P1638,C1638,Neha Joshi,Mumbai,Male,21,Health,09-09-2025,09-09-2026,1431.58,74998.77,CL1638,,0,Rejected
P1639,C1639,Neha Joshi,Pune,Female,21,Auto,18-08-2023,17-08-2024,780.07,73838.22,CL1639,01-03-2024,6820,Settled
P1640,C1640,Ananya Gupta,Hyderabad,Female,65,Auto,02-04-2024,02-04-2025,1151.11,87219.42,CL1640,21-05-2024,2136.6,Pending
P1641,C1641,Sneha Iyer,Bengaluru,Male,50,Auto,02-03-2025,02-03-2026,544.86,42989.85,CL1641,23-07-2025,2593.95,Settled
P1642,C1642,Vivaan Patel,Kolkata,Male,52,Auto,24-12-2023,23-12-2024,535.45,62501.8,CL1642,12-11-2024,9011.37,Pending
P1643,C1643,Aditya Verma,Chennai,Male,39,Travel,29-12-2025,29-12-2026,427.31,82452.92,CL1643,,0,Rejected
P1644,C1644,Kunal Mehta,Mumbai,Male,23,Auto,24-05-2023,23-05-2024,980.19,98685.25,CL1644,,0,Rejected
P1645,C1645,Priya Nair,Delhi,Male,32,Travel,08-03-2025,08-03-2026,1409.38,72988.77,CL1645,08-10-2025,5515.06,Pending
P1646,C1646,Vivaan Patel,Bengaluru,Male,28,Travel,31-08-2025,31-08-2026,1437.62,74605.01,CL1646,,0,Rejected
P1647,C1647,Pooja Sharma,Delhi,Female,31,Travel,30-05-2023,29-05-2024,1277.93,29563.3,CL1647,,0,Rejected
P1648,C1648,Ishita Singh,Jaipur,Male,68,Travel,20-09-2023,19-09-2024,813.58,41540.91,CL1648,23-10-2023,7811.48,Pending
P1649,C1649,Priya Nair,Pune,Male,70,Travel,25-06-2025,25-06-2026,825.16,64338.36,CL1649,29-01-2026,1899.24,Rejected
P1650,C1650,Ishita Singh,Hyderabad,Female,39,Health,14-07-2025,14-07-2026,572.45,73816.28,CL1650,24-06-2026,8416.3,Pending
P1651,C1651,Vihaan Reddy,Chandigarh,Male,56,Travel,14-12-2025,14-12-2026,769.18,71913.19,CL1651,,0,Rejected
P1652,C1652,Kunal Mehta,Indore,Female,38,Health,27-06-2024,27-06-2025,964.13,76640.75,CL1652,27-10-2024,2012.68,Pending
P1653,C1653,Arjun Nair,Ahmedabad,Female,71,Travel,21-01-2025,21-01-2026,1096.38,71859.06,CL1653,,0,Rejected
P1654,C1654,Ananya Gupta,Ahmedabad,Female,28,Travel,15-07-2023,14-07-2024,1271.78,90165.79,CL1654,10-02-2024,7716.05,Settled
P1655,C1655,Kavya Reddy,Chennai,Male,40,Auto,28-06-2025,28-06-2026,552.31,39584.05,CL1655,,0,Rejected
P1656,C1656,Pooja Sharma,Pune,Male,48,Travel,15-02-2023,15-02-2024,1208.35,55229.62,CL1656,,0,Rejected
P1657,C1657,Kavya Reddy,Mumbai,Male,33,Health,08-12-2025,08-12-2026,1348.81,78890.96,CL1657,10-06-2026,5996.88,Pending
P1658,C1658,Kavya Reddy,Pune,Male,59,Auto,16-06-2023,15-06-2024,1402.12,68461.4,CL1658,03-02-2024,9984.36,Rejected
P1659,C1659,Sneha Iyer,Hyderabad,Female,64,Auto,17-01-2023,17-01-2024,1151.82,50500.23,CL1659,,0,Rejected
P1660,C1660,Neha Joshi,Hyderabad,Male,74,Travel,05-09-2023,04-09-2024,645.29,45420.04,CL1660,17-04-2024,6585,Rejected
P1661,C1661,Ananya Gupta,Indore,Female,69,Travel,20-03-2024,20-03-2025,431.58,36897.43,CL1661,,0,Rejected
P1662,C1662,Sai Kumar,Chennai,Male,41,Travel,30-11-2024,30-11-2025,1270.75,28011.48,CL1662,04-10-2025,7825.23,Pending
P1663,C1663,Ananya Gupta,Chennai,Female,38,Auto,12-08-2023,11-08-2024,836.29,89970.92,CL1663,03-02-2024,9338.53,Pending
P1664,C1664,Meera Kulkarni,Hyderabad,Female,44,Auto,03-11-2025,03-11-2026,686.68,80134.28,CL1664,09-02-2026,2818.79,Settled
P1665,C1665,Pooja Sharma,Hyderabad,Female,42,Travel,27-12-2024,27-12-2025,607.78,95479.1,CL1665,01-04-2025,8519.49,Pending
P1666,C1666,Rohan Desai,Chandigarh,Female,21,Travel,07-11-2024,07-11-2025,523.48,24137.06,CL1666,12-10-2025,6096.55,Pending
P1667,C1667,Priya Nair,Pune,Male,48,Auto,18-03-2023,17-03-2024,358.2,70686.18,CL1667,08-06-2023,7356.61,Settled
P1668,C1668,Kunal Mehta,Kolkata,Female,71,Travel,19-08-2025,19-08-2026,1343.8,58647.27,CL1668,27-05-2026,8349.53,Rejected
P1669,C1669,Neha Joshi,Ahmedabad,Female,44,Health,13-08-2024,13-08-2025,1115.88,74074.67,CL1669,16-02-2025,9028,Settled
P1670,C1670,Ishita Singh,Kolkata,Female,47,Health,06-07-2023,05-07-2024,907.24,42826.03,CL1670,02-12-2023,1578.05,Pending
P1671,C1671,Aditya Verma,Chandigarh,Male,62,Auto,12-08-2025,12-08-2026,1283.46,42781.37,CL1671,25-06-2026,1733.48,Pending
P1672,C1672,Kavya Reddy,Pune,Male,43,Auto,15-08-2024,15-08-2025,469.73,40768.49,CL1672,,0,Rejected
P1673,C1673,Kunal Mehta,Mumbai,Male,23,Health,31-01-2024,30-01-2025,1069.38,60321.4,CL1673,07-12-2024,2847.13,Settled
P1674,C1674,Arjun Nair,Ahmedabad,Male,45,Health,17-02-2025,17-02-2026,765.03,44851.44,CL1674,20-03-2025,7784.3,Pending
P1675,C1675,Ananya Gupta,Delhi,Male,28,Auto,17-07-2023,16-07-2024,1377.41,82779.1,CL1675,29-02-2024,9400.37,Pending
P1676,C1676,Aarav Sharma,Chandigarh,Male,44,Travel,27-10-2023,26-10-2024,270.19,30891.78,CL1676,14-07-2024,7267.75,Rejected
P1677,C1677,Arjun Nair,Pune,Female,21,Travel,15-10-2024,15-10-2025,775.68,77406.46,CL1677,,0,Rejected
P1678,C1678,Sai Kumar,Mumbai,Female,35,Auto,05-01-2024,04-01-2025,366.08,74648.32,CL1678,,0,Rejected
P1679,C1679,Pooja Sharma,Chennai,Female,75,Travel,13-04-2025,13-04-2026,1010.56,51863.5,CL1679,11-02-2026,6406.24,Rejected
P1680,C1680,Kavya Reddy,Delhi,Female,70,Health,21-12-2025,21-12-2026,1130.03,25154.7,CL1680,18-11-2026,8774.79,Pending
P1681,C1681,Kunal Mehta,Jaipur,Male,70,Auto,12-02-2024,11-02-2025,473.8,42852.31,CL1681,,0,Rejected
P1682,C1682,Vivaan Patel,Kolkata,Male,57,Travel,07-06-2025,07-06-2026,1269.81,56848.59,CL1682,04-04-2026,2367.46,Rejected
P1683,C1683,Vivaan Patel,Delhi,Male,75,Auto,09-03-2023,08-03-2024,332.34,24179.82,CL1683,02-05-2023,4344.31,Pending
P1684,C1684,Ishita Singh,Jaipur,Female,74,Health,30-10-2025,30-10-2026,829.31,87203.15,CL1684,21-05-2026,6332.89,Pending
P1685,C1685,Rohan Desai,Indore,Female,26,Health,01-09-2024,01-09-2025,1451,50626.5,CL1685,29-06-2025,9192.79,Pending
P1686,C1686,Neha Joshi,Ahmedabad,Female,47,Auto,25-02-2023,25-02-2024,823.79,66357.53,CL1686,24-06-2023,8625.05,Rejected
P1687,C1687,Sneha Iyer,Chennai,Male,40,Travel,07-07-2024,07-07-2025,578.37,26269.18,CL1687,,0,Rejected
P1688,C1688,Pooja Sharma,Lucknow,Male,54,Travel,21-05-2025,21-05-2026,446.46,50924.17,CL1688,18-05-2026,2523.64,Pending
P1689,C1689,Arjun Nair,Mumbai,Female,69,Health,17-09-2024,17-09-2025,1429.57,88167.01,CL1689,06-05-2025,8016.85,Settled
P1690,C1690,Meera Kulkarni,Hyderabad,Female,57,Auto,18-01-2025,18-01-2026,519.7,72666.73,CL1690,,0,Rejected
P1691,C1691,Priya Nair,Chandigarh,Male,63,Auto,23-05-2024,23-05-2025,334.34,38047.63,CL1691,13-01-2025,1283.86,Rejected
P1692,C1692,Aditya Verma,Jaipur,Female,62,Travel,29-01-2023,29-01-2024,284.37,29285.65,CL1692,09-12-2023,3073.72,Rejected
P1693,C1693,Vihaan Reddy,Chandigarh,Female,56,Auto,27-07-2024,27-07-2025,1271.55,79155.38,CL1693,04-07-2025,5467.35,Settled
P1694,C1694,Kunal Mehta,Delhi,Female,67,Auto,31-05-2023,30-05-2024,1446.33,75287.88,CL1694,,0,Rejected
P1695,C1695,Sneha Iyer,Lucknow,Female,70,Travel,15-03-2025,15-03-2026,1019.87,79639.71,CL1695,26-10-2025,7679.2,Settled
P1696,C1696,Meera Kulkarni,Jaipur,Female,27,Auto,29-11-2023,28-11-2024,1120.79,66939.54,CL1696,,0,Rejected
P1697,C1697,Sai Kumar,Delhi,Male,34,Health,30-08-2025,30-08-2026,694.11,24071.4,CL1697,14-06-2026,5348.76,Settled
P1698,C1698,Ananya Gupta,Jaipur,Female,30,Travel,15-11-2024,15-11-2025,477.92,20057.31,CL1698,21-11-2024,8425.47,Rejected
P1699,C1699,Ananya Gupta,Jaipur,Female,27,Health,27-12-2023,26-12-2024,1231.42,45616.83,CL1699,,0,Rejected
P1700,C1700,Vihaan Reddy,Ahmedabad,Female,61,Travel,13-08-2025,13-08-2026,1102.33,44332.35,CL1700,29-09-2025,9606.73,Settled
P1701,C1701,Arjun Nair,Chennai,Female,75,Health,09-10-2024,09-10-2025,807.42,40938.72,CL1701,,0,Rejected
P1702,C1702,Aditya Verma,Indore,Female,54,Health,05-10-2025,05-10-2026,1023.44,62446.6,CL1702,,0,Rejected
P1703,C1703,Meera Kulkarni,Ahmedabad,Female,65,Health,30-09-2024,30-09-2025,1003.82,52759.9,CL1703,,0,Rejected
P1704,C1704,Vihaan Reddy,Pune,Female,24,Health,15-01-2023,15-01-2024,932.87,75020.19,CL1704,21-01-2023,6547.5,Settled
P1705,C1705,Aarav Sharma,Ahmedabad,Female,62,Health,16-01-2023,16-01-2024,799.66,99776.75,CL1705,,0,Rejected
P1706,C1706,Ishita Singh,Hyderabad,Male,49,Health,08-11-2024,08-11-2025,1393.76,85274.2,CL1706,,0,Rejected
P1707,C1707,Ishita Singh,Mumbai,Male,40,Travel,08-01-2025,08-01-2026,1060.73,92706.73,CL1707,,0,Rejected
P1708,C1708,Vivaan Patel,Mumbai,Female,28,Auto,13-10-2025,13-10-2026,934.7,60186.67,CL1708,06-02-2026,9879.26,Settled
P1709,C1709,Vihaan Reddy,Indore,Female,56,Health,15-09-2024,15-09-2025,530.98,71657.86,CL1709,,0,Rejected
P1710,C1710,Neha Joshi,Chennai,Male,45,Auto,25-08-2025,25-08-2026,469.2,66465.25,CL1710,04-07-2026,5304.22,Rejected
P1711,C1711,Aarav Sharma,Chennai,Female,44,Auto,18-02-2025,18-02-2026,1161.07,39271.87,CL1711,25-09-2025,4069.94,Pending
P1712,C1712,Vivaan Patel,Bengaluru,Male,73,Auto,14-12-2025,14-12-2026,634.45,99048.1,CL1712,30-08-2026,9238.66,Pending
P1713,C1713,Arjun Nair,Ahmedabad,Male,25,Auto,18-05-2023,17-05-2024,831.34,99343.94,CL1713,,0,Rejected
P1714,C1714,Ananya Gupta,Pune,Female,34,Auto,18-06-2023,17-06-2024,446.32,92755.7,CL1714,01-01-2024,9300.25,Pending
P1715,C1715,Priya Nair,Kolkata,Female,60,Health,27-05-2024,27-05-2025,1143.79,43708.97,CL1715,,0,Rejected
P1716,C1716,Kavya Reddy,Indore,Male,21,Travel,10-01-2023,10-01-2024,1117.61,87348.69,CL1716,13-05-2023,6944.91,Pending
P1717,C1717,Sneha Iyer,Jaipur,Female,65,Travel,26-03-2025,26-03-2026,629.06,78042.59,CL1717,,0,Rejected
P1718,C1718,Priya Nair,Indore,Female,34,Health,13-09-2024,13-09-2025,1242.09,79563.82,CL1718,04-08-2025,9839.15,Rejected
P1719,C1719,Kunal Mehta,Indore,Female,23,Travel,26-01-2025,26-01-2026,693.97,58052.86,CL1719,17-10-2025,2415.17,Pending
P1720,C1720,Priya Nair,Mumbai,Female,24,Health,31-01-2025,31-01-2026,1058.47,99542.71,CL1720,,0,Rejected
P1721,C1721,Vivaan Patel,Hyderabad,Female,57,Travel,30-11-2023,29-11-2024,1015.84,30796.48,CL1721,06-03-2024,7859.56,Pending
P1722,C1722,Sneha Iyer,Chandigarh,Female,44,Travel,24-05-2024,24-05-2025,1275.44,91875.26,CL1722,14-10-2024,1143.05,Settled
P1723,C1723,Ananya Gupta,Chennai,Female,51,Health,18-07-2025,18-07-2026,1421.25,82608.64,CL1723,03-07-2026,5608.7,Settled
P1724,C1724,Rohan Desai,Ahmedabad,Male,50,Travel,20-07-2024,20-07-2025,1127.38,88802.97,CL1724,,0,Rejected
P1725,C1725,Arjun Nair,Kolkata,Male,67,Health,29-08-2024,29-08-2025,1157.38,53850.98,CL1725,,0,Rejected
P1726,C1726,Vihaan Reddy,Jaipur,Female,73,Auto,01-05-2024,01-05-2025,646.35,39814.61,CL1726,,0,Rejected
P1727,C1727,Meera Kulkarni,Delhi,Male,43,Travel,14-08-2025,14-08-2026,1055.24,77040.68,CL1727,08-04-2026,9323.75,Pending
P1728,C1728,Kavya Reddy,Jaipur,Male,30,Travel,16-08-2025,16-08-2026,1300.54,78940.13,CL1728,30-11-2025,8414.6,Rejected
P1729,C1729,Sai Kumar,Bengaluru,Female,57,Health,25-11-2024,25-11-2025,721.26,30205.1,CL1729,,0,Rejected
P1730,C1730,Vihaan Reddy,Bengaluru,Female,64,Travel,09-12-2024,09-12-2025,280.65,69627.6,CL1730,,0,Rejected
P1731,C1731,Aarav Sharma,Chennai,Male,73,Health,11-10-2025,11-10-2026,706.75,68852.51,CL1731,18-11-2025,1513.78,Settled
P1732,C1732,Aditya Verma,Kolkata,Male,71,Travel,14-11-2024,14-11-2025,833.27,53030.88,CL1732,11-09-2025,3515.1,Rejected
P1733,C1733,Rohan Desai,Indore,Male,60,Health,06-08-2024,06-08-2025,728.32,72023.23,CL1733,18-06-2025,6824.73,Rejected
P1734,C1734,Ananya Gupta,Lucknow,Female,47,Travel,28-09-2025,28-09-2026,1138.84,34253.33,CL1734,15-07-2026,4898.49,Pending
P1735,C1735,Vihaan Reddy,Chennai,Male,69,Travel,18-07-2025,18-07-2026,1012.21,74907.15,CL1735,,0,Rejected
P1736,C1736,Sneha Iyer,Mumbai,Female,71,Auto,02-12-2024,02-12-2025,736.32,86130.58,CL1736,18-05-2025,4521.96,Pending
P1737,C1737,Sai Kumar,Ahmedabad,Female,41,Travel,05-10-2023,04-10-2024,292.45,66209.55,CL1737,08-06-2024,2104.19,Settled
P1738,C1738,Ishita Singh,Pune,Male,22,Auto,14-11-2025,14-11-2026,312.55,94748,CL1738,15-10-2026,7723.53,Rejected
P1739,C1739,Priya Nair,Kolkata,Female,47,Health,16-12-2025,16-12-2026,1024.42,94409.01,CL1739,04-05-2026,1671.94,Pending
P1740,C1740,Ishita Singh,Chandigarh,Male,50,Health,12-05-2025,12-05-2026,1213.85,98299.45,CL1740,,0,Rejected
P1741,C1741,Arjun Nair,Ahmedabad,Female,29,Health,29-12-2023,28-12-2024,997.13,38909.96,CL1741,20-12-2024,5349.99,Rejected
P1742,C1742,Ananya Gupta,Lucknow,Male,62,Auto,11-06-2023,10-06-2024,398.05,94750.47,CL1742,,0,Rejected
P1743,C1743,Vivaan Patel,Mumbai,Female,58,Auto,17-01-2025,17-01-2026,950.9,33618.48,CL1743,,0,Rejected
P1744,C1744,Kunal Mehta,Pune,Male,50,Travel,21-10-2023,20-10-2024,330.68,95483.76,CL1744,03-06-2024,6392.77,Pending
P1745,C1745,Priya Nair,Ahmedabad,Male,71,Health,22-03-2024,22-03-2025,621.99,27283.08,CL1745,,0,Rejected
P1746,C1746,Aarav Sharma,Hyderabad,Male,41,Health,16-08-2023,15-08-2024,618.16,73654.01,CL1746,20-11-2023,2205.23,Pending
P1747,C1747,Neha Joshi,Indore,Male,32,Health,01-03-2024,01-03-2025,1290.69,76061.82,CL1747,01-12-2024,3725.97,Rejected
P1748,C1748,Priya Nair,Chandigarh,Male,26,Health,12-05-2024,12-05-2025,957.04,61202.49,CL1748,15-09-2024,6470.92,Rejected
P1749,C1749,Vihaan Reddy,Delhi,Male,32,Travel,01-06-2024,01-06-2025,928.82,74946.17,CL1749,19-07-2024,5384.1,Rejected
P1750,C1750,Ishita Singh,Delhi,Male,73,Travel,29-07-2024,29-07-2025,815.29,96403.78,CL1750,03-03-2025,9289,Settled
P1751,C1751,Neha Joshi,Jaipur,Female,23,Travel,19-05-2025,19-05-2026,1194.38,32740.94,CL1751,19-07-2025,8678.51,Settled
P1752,C1752,Sneha Iyer,Ahmedabad,Male,22,Health,04-07-2025,04-07-2026,1446.03,73229.58,CL1752,11-02-2026,7369.59,Rejected
P1753,C1753,Arjun Nair,Bengaluru,Female,64,Travel,15-07-2025,15-07-2026,1411.68,56375.32,CL1753,,0,Rejected
P1754,C1754,Aarav Sharma,Ahmedabad,Female,71,Health,08-11-2024,08-11-2025,734.91,76139.63,CL1754,,0,Rejected
P1755,C1755,Priya Nair,Ahmedabad,Male,56,Travel,03-12-2025,03-12-2026,592.72,63496.02,CL1755,,0,Rejected
P1756,C1756,Aarav Sharma,Bengaluru,Female,51,Auto,19-05-2024,19-05-2025,918.63,92414.17,CL1756,22-12-2024,3885.16,Pending
P1757,C1757,Vivaan Patel,Pune,Female,39,Travel,25-09-2023,24-09-2024,826.66,26680.24,CL1757,28-02-2024,9734.33,Settled
P1758,C1758,Arjun Nair,Pune,Female,57,Travel,05-07-2024,05-07-2025,734.97,25283.99,CL1758,19-08-2024,3858.13,Settled
P1759,C1759,Meera Kulkarni,Chandigarh,Female,43,Travel,16-10-2023,15-10-2024,458.89,38883.75,CL1759,27-08-2024,2867.32,Settled
P1760,C1760,Aditya Verma,Indore,Female,59,Health,26-07-2025,26-07-2026,316.16,24219.3,CL1760,13-09-2025,7131.08,Settled
P1761,C1761,Meera Kulkarni,Mumbai,Male,35,Auto,06-04-2023,05-04-2024,692.99,70353.32,CL1761,10-01-2024,8108.23,Pending
P1762,C1762,Ananya Gupta,Lucknow,Female,44,Auto,06-04-2025,06-04-2026,1394.62,53893.76,CL1762,27-06-2025,3437.7,Rejected
P1763,C1763,Aditya Verma,Hyderabad,Female,45,Health,26-03-2025,26-03-2026,546.42,36132.67,CL1763,20-08-2025,2299.12,Pending
P1764,C1764,Kavya Reddy,Pune,Male,42,Auto,27-09-2023,26-09-2024,768.38,32328.91,CL1764,30-08-2024,6713.37,Settled
P1765,C1765,Pooja Sharma,Mumbai,Female,22,Travel,23-09-2025,23-09-2026,1478.13,60257.36,CL1765,15-10-2025,3574.53,Settled
P1766,C1766,Priya Nair,Chennai,Female,23,Auto,08-04-2023,07-04-2024,1354.91,91426.93,CL1766,08-11-2023,7612.55,Pending
P1767,C1767,Arjun Nair,Chandigarh,Female,63,Auto,01-08-2025,01-08-2026,331.82,62115.29,CL1767,02-09-2025,8597.33,Pending
P1768,C1768,Sai Kumar,Delhi,Male,30,Auto,14-01-2023,14-01-2024,309.9,75933.06,CL1768,04-12-2023,3275.41,Pending
P1769,C1769,Kavya Reddy,Hyderabad,Male,47,Auto,27-05-2025,27-05-2026,1141.9,90197.19,CL1769,09-07-2025,2070.86,Settled
P1770,C1770,Neha Joshi,Hyderabad,Male,71,Travel,20-07-2024,20-07-2025,1464.79,94885.2,CL1770,20-10-2024,5224.16,Settled
P1771,C1771,Priya Nair,Jaipur,Female,58,Health,07-08-2023,06-08-2024,440.73,30051.01,CL1771,,0,Rejected
P1772,C1772,Kavya Reddy,Mumbai,Female,63,Auto,17-06-2023,16-06-2024,529.86,61278.32,CL1772,02-02-2024,8726.79,Rejected
